  -1.5596947e-01   1.5164335e-02   8.1584355e-01  -1.1874932e+00   7.0245190e-01  -7.2271064e-01  -2.1831886e-01   9.2973366e-01   6.6257601e-01
  -1.2906045e+00   3.9796533e-01  -1.1693468e+00   3.4061967e-01   3.9678442e-03  -1.2004770e+00   9.5167155e-02  -2.4827749e-01   1.1763174e+00
   1.5080265e+00   1.5254564e-01   5.9122861e-01   8.1297929e-01   7.1411143e-01  -1.1083166e+00   4.0371333e-01  -7.6479704e-01   8.9342353e-01
  -9.6789949e-01   2.9491953e-01  -7.8266724e-02   9.5655898e-01   1.1868744e+00  -9.7400099e-01  -6.3017101e-01   1.4533035e+00   5.6345544e-01
  -3.1992379e-01  -7.2062248e-01   8.9849735e-01   1.3572431e+00  -1.3160578e+00   8.0461330e-01  -9.7529514e-01  -2.1028128e-01   7.1776004e-01
   1.4475600e+00  -6.6238115e-01  -5.9084743e-01   8.0186065e-02   9.7118692e-01  -1.4205765e+00   1.0450074e+00   9.4201963e-02   1.1910818e+00
   6.4693477e-01   1.1643671e+00   2.0156356e-01  -5.6056236e-02  -9.7680944e-01   4.7573696e-01  -1.2044790e+00  -1.1031186e-01   6.0828535e-01
  -1.9460978e-02   5.3662745e-01   1.0418017e+00   3.4063495e-01   7.2688143e-01   3.5777072e-01   7.4528560e-01  -4.7170528e-01   1.8027402e-01
  -3.5501431e-01  -4.1493345e-01   1.4653300e+00   1.0698179e+00  -9.5759346e-01   4.4221009e-02   4.8514942e-01   1.4291691e+00   4.8359547e-01
  -8.4098436e-01   5.4923279e-01   8.5722890e-01   1.0939564e+00   1.0587155e-01  -1.3349530e+00   1.4734317e+00  -5.7240823e-01   4.0785327e-01
  -3.9883843e-01   9.5631535e-01   1.0220095e-01   1.5243621e+00   1.2417796e+00   6.9969540e-01  -1.2086526e+00  -9.0842124e-01   6.2664710e-01
   8.8127122e-01   4.0407276e-01  -7.5988908e-01   2.6641362e-01   9.9006927e-01   7.9930514e-01  -2.8696859e-01   3.0457652e-01   1.0597101e+00
  -1.0840305e+00  -8.7246221e-01  -8.8159050e-01   8.4420486e-01  -9.2210383e-01   4.7123879e-01  -7.3632673e-01   1.3631333e+00   9.3878309e-01
  -1.2045050e+00   1.4821983e+00  -1.1405227e+00   1.1186830e+00  -3.2251384e-01   1.5534500e-01  -7.0992864e-01  -1.4544624e+00   6.3374481e-01
   3.0711596e-01  -1.5222369e+00   1.2336450e+00  -7.2698158e-01  -1.2427000e+00   2.1993991e-01  -1.7365606e-03  -4.1782466e-01   4.1042475e-01
   6.1277891e-02   8.9477264e-01  -6.4001088e-01  -7.2555230e-01  -7.5012600e-01  -1.1245503e+00  -9.1203952e-01  -9.1949896e-01   6.1508349e-01
  -5.4487459e-01  -3.6025886e-01   1.5033300e-01   1.3052529e+00  -1.5635901e-01  -4.9563904e-01  -8.1763033e-01  -5.2480217e-01   1.1227349e+00
   3.5414876e-02  -1.0215354e+00   8.0626148e-01  -3.5565000e-01  -1.5543683e+00   1.2983304e+00  -5.8661364e-01   1.2421564e+00   3.5174022e-01
   1.4568104e+00  -1.4182770e-01   1.1475301e+00   1.0411873e+00   1.2158583e+00  -4.6360670e-01  -8.9763175e-01   1.0402190e+00   5.2634809e-01
  -9.6145186e-01   7.7060354e-01   3.0108605e-01   5.6394880e-01  -1.1298868e+00  -6.8800148e-01  -5.6890539e-01  -2.5701986e-03   6.6455423e-01
   1.2312440e+00  -1.2528738e+00  -7.5257531e-01   1.0241613e-01   9.2028971e-01   9.6162337e-01   1.4151972e+00   7.8496961e-01   7.4775276e-01
  -1.5290783e-01   1.0449233e+00  -4.8127494e-01  -2.8489187e-01   1.2484625e+00  -1.4902504e+00   2.2214533e-01   1.4367067e+00   8.4142437e-01
  -9.9147438e-02   5.2290344e-01   8.1312550e-01  -3.9045415e-01   2.1220016e-01   1.2799357e+00   1.3844360e+00   4.4875618e-01   2.8400763e-01
  -1.3268780e+00   1.4034542e+00   2.7221751e-01   4.2415480e-01   7.4037123e-01   1.3946423e+00  -1.5607098e+00  -7.1879989e-01   7.6224712e-01
   1.3281150e+00   7.7756254e-01   1.0008201e+00   4.9601439e-01  -4.2921682e-01   3.3041685e-01   1.4487178e+00  -1.4459450e+00   2.2992062e-01
   6.1295085e-01  -5.3180913e-01   6.9562460e-01  -1.2730876e+00  -7.5040514e-01  -1.0197772e+00   1.2571412e+00   1.3633851e+00   4.9347389e-01
   5.8269859e-01  -2.8490337e-01   1.4964699e+00   6.0471842e-01   1.4353058e+00   1.1339189e+00   1.5613584e+00  -3.6335757e-01   4.0897718e-01
   1.0709362e+00  -5.8378381e-01  -4.2055104e-01   4.5028203e-01  -1.1047856e+00   8.7424758e-01   2.6653119e-02   3.0546059e-01   3.9142692e-01
   1.0395936e+00  -4.6060619e-01   3.8206551e-01  -2.0670495e-01  -1.3198259e+00   2.5023213e-01  -1.2887815e+00   5.1374548e-01   3.4997745e-01
  -1.0884543e+00  -5.2389870e-01  -4.0333021e-02   5.1134442e-01   4.7131247e-01  -9.4118675e-01   7.3031445e-01   1.4236470e+00   1.1518091e+00
  -1.5696341e-01   7.1872202e-01   7.0693173e-01  -1.2318261e+00   1.3936088e+00  -6.0666365e-01   1.9242573e-01   8.6491559e-01   9.1265886e-01
   8.5377409e-01   1.3728785e-01  -1.0178320e-01  -2.0612754e-01  -1.3317352e+00   1.4137979e+00   1.4003890e+00   4.8706740e-01   8.9917397e-01
  -1.4141931e+00   1.4679001e+00   1.4977200e+00   7.9113504e-01   1.3737585e+00  -1.3060224e+00  -4.7496925e-01  -8.4865977e-01   7.3462113e-01
   9.4713045e-01   7.0329188e-02  -1.4020545e+00   1.3865101e+00   1.1943617e+00  -1.1421254e-02  -2.1261435e-02  -5.9416166e-01   9.9314385e-01
  -2.8484385e-02   7.8381872e-01   7.5655535e-01  -1.2583567e+00  -1.1407690e+00  -3.1986081e-01   8.0062860e-01   1.0479810e+00   3.4204355e-01
